"datasetId","datasetName","region","delay","universe","fieldCount","matrixCount","vectorCount","groupCount","symbolCount","csvFile","jsonFile"
"analyst48","Dividend estimation data","GBR","1","TOP700","7","0","7","0","0","analyst48.csv","analyst48.json"
"analyst69","Fundamental Analyst Estimates","GBR","1","TOP700","292","104","188","0","0","analyst69.csv","analyst69.json"
"analyst7","Broker Estimates","GBR","1","TOP700","502","502","0","0","0","analyst7.csv","analyst7.json"
"analyst8","Daily Split Data","GBR","1","TOP700","10","1","9","0","0","analyst8.csv","analyst8.json"
"analyst83","Smart Conference call transcript data","GBR","1","TOP700","345","0","345","0","0","analyst83.csv","analyst83.json"
"analyst9","Analyst Estimate Daily Data","GBR","1","TOP700","51","0","51","0","0","analyst9.csv","analyst9.json"
"analyst93","Europe Analyst Estimate Daily Data","GBR","1","TOP700","100","0","100","0","0","analyst93.csv","analyst93.json"
"analyst94","Fundamental Income and Dividend Model","GBR","1","TOP700","34","17","17","0","0","analyst94.csv","analyst94.json"
"chart_cnn_alpha","Deep Learning Chart-Based Alpha","GBR","1","TOP700","122","122","0","0","0","chart_cnn_alpha.csv","chart_cnn_alpha.json"
"continuation_score","Price Chart Continuation Pattern Similarity","GBR","1","TOP700","560","560","0","0","0","continuation_score.csv","continuation_score.json"
"digital_ad_spend","Digital Advertising Spend Intelligence","GBR","1","TOP700","6","0","6","0","0","digital_ad_spend.csv","digital_ad_spend.json"
"dl_riskfree_returns","Deep Learning Risk Free Returns","GBR","1","TOP700","133","133","0","0","0","dl_riskfree_returns.csv","dl_riskfree_returns.json"
"earnings_sent_matrix","Global Earnings Call Sentiment Matrix","GBR","1","TOP700","7","7","0","0","0","earnings_sent_matrix.csv","earnings_sent_matrix.json"
"earnings6","International Findings Data","GBR","1","TOP700","18","0","18","0","0","earnings6.csv","earnings6.json"
"earningscall_sentiment","Multi Aspect Earnings Call Sentiment","GBR","1","TOP700","167","144","23","0","0","earningscall_sentiment.csv","earningscall_sentiment.json"
"euro_equity_imbalance","European Equity Trading Imbalance Indicators","GBR","1","TOP700","4","0","4","0","0","euro_equity_imbalance.csv","euro_equity_imbalance.json"
"event_ml_signals","Machine Learning Company Event Signals","GBR","1","TOP700","104","0","104","0","0","event_ml_signals.csv","event_ml_signals.json"
"event_relation","Text-Based Event Relationship Analysis","GBR","1","TOP700","12","0","12","0","0","event_relation.csv","event_relation.json"
"event_sentiment_signals","Corporate Event Sentiment Signals","GBR","1","TOP700","52","0","52","0","0","event_sentiment_signals.csv","event_sentiment_signals.json"
"fund_holdings_panel","Global Institutional Fund Holdings","GBR","1","TOP700","18","0","18","0","0","fund_holdings_panel.csv","fund_holdings_panel.json"
"fundamental1","Management and Executive Data","GBR","1","TOP700","124","0","124","0","0","fundamental1.csv","fundamental1.json"
"fundamental17","Direct Fundamental Data","GBR","1","TOP700","135","135","0","0","0","fundamental17.csv","fundamental17.json"
"fundamental22","Environmental and Social Governance Data","GBR","1","TOP700","1","0","1","0","0","fundamental22.csv","fundamental22.json"
"fundamental31","Additional Factor Model","GBR","1","TOP700","48","48","0","0","0","fundamental31.csv","fundamental31.json"
"fundamental45","Systematic mining of earnings calls data","GBR","1","TOP700","12","12","0","0","0","fundamental45.csv","fundamental45.json"
"fundamental6","Company Fundamental Data for Equity","GBR","1","TOP700","197","197","0","0","0","fundamental6.csv","fundamental6.json"
"fundamental72","Comprehensive Fundamental Data","GBR","1","TOP700","552","156","396","0","0","fundamental72.csv","fundamental72.json"
"fundamental86","Stock Reports Plus","GBR","1","TOP700","7","7","0","0","0","fundamental86.csv","fundamental86.json"
"fundamental89","Accrual based Earnings Model","GBR","1","TOP700","42","42","0","0","0","fundamental89.csv","fundamental89.json"
"fundamental90","Governance, Accounting, Management, and Equality","GBR","1","TOP700","63","63","0","0","0","fundamental90.csv","fundamental90.json"
"fundamental93","Earnings Tax Data","GBR","1","TOP700","17","17","0","0","0","fundamental93.csv","fundamental93.json"
"global_seasonal_model","Global Seasonal Regime Return Signals","GBR","1","TOP700","449","449","0","0","0","global_seasonal_model.csv","global_seasonal_model.json"
"imbalance5","Oil Price Resilience Scores","GBR","1","TOP700","2","2","0","0","0","imbalance5.csv","imbalance5.json"
"insider_agg_matrix","Smart Insider Transaction Aggregates","GBR","1","TOP700","34","34","0","0","0","insider_agg_matrix.csv","insider_agg_matrix.json"
"insider_matrix","Aggregated Insider Transaction Matrix","GBR","1","TOP700","33","33","0","0","0","insider_matrix.csv","insider_matrix.json"
"insider_trx_matrix","Global Insider Transaction Aggregates","GBR","1","TOP700","33","33","0","0","0","insider_trx_matrix.csv","insider_trx_matrix.json"
"insiders1","Global Insider Trading Data","GBR","1","TOP700","9","0","9","0","0","insiders1.csv","insiders1.json"
"insiders12","UK Insider Transaction Data","GBR","1","TOP700","7","0","7","0","0","insiders12.csv","insiders12.json"
"institutions1","Insider Trading for Europe","GBR","1","TOP700","7","0","7","0","0","institutions1.csv","institutions1.json"
"institutions25","Fund Short Selling Data","GBR","1","TOP700","24","0","24","0","0","institutions25.csv","institutions25.json"
"institutions4","Institutional Ownership Data","GBR","1","TOP700","6","0","6","0","0","institutions4.csv","institutions4.json"
"institutions6","Institutions and Beneficial Stake Ownership","GBR","1","TOP700","11","11","0","0","0","institutions6.csv","institutions6.json"
"intraday_pv_feats","Daily Intraday Price Volume Features","GBR","1","TOP700","585","585","0","0","0","intraday_pv_feats.csv","intraday_pv_feats.json"
"london_sentiment","London Stock Sentiment Signals","GBR","1","TOP700","7","0","7","0","0","london_sentiment.csv","london_sentiment.json"
"macro27","Job records from job posting","GBR","1","TOP700","13","0","13","0","0","macro27.csv","macro27.json"
"ml_factor_proj","Machine Learning Factor Projections","GBR","1","TOP700","333","333","0","0","0","ml_factor_proj.csv","ml_factor_proj.json"
"model106","Analysts rating model","GBR","1","TOP700","14","14","0","0","0","model106.csv","model106.json"
"model109","Fundamentals and Technical Indicators Model","GBR","1","TOP700","542","269","273","0","0","model109.csv","model109.json"
"model110","Big data and machine learning based model","GBR","1","TOP700","8","8","0","0","0","model110.csv","model110.json"
"model135","Alternative technical factor models","GBR","1","TOP700","137","0","137","0","0","model135.csv","model135.json"
"model138","Stock Selection from Accounting-based Factors","GBR","1","TOP700","240","0","240","0","0","model138.csv","model138.json"
"model139","Inflation based stock selection model","GBR","1","TOP700","2","0","2","0","0","model139.csv","model139.json"
"model140","Sensitivity to the Inflation Change","GBR","1","TOP700","3","3","0","0","0","model140.csv","model140.json"
"model144","Stock Selection DL model","GBR","1","TOP700","2","2","0","0","0","model144.csv","model144.json"
"model16","Fundamental Scores","GBR","1","TOP700","8","8","0","0","0","model16.csv","model16.json"
"model162","Return prediction from conference call","GBR","1","TOP700","4","4","0","0","0","model162.csv","model162.json"
"model182","Geographic network based model","GBR","1","TOP700","7","0","7","0","0","model182.csv","model182.json"
"model193","European CDS Risk Factors","GBR","1","TOP700","98","98","0","0","0","model193.csv","model193.json"
"model216","Analyst Revisions Model Data","GBR","1","TOP700","45","0","45","0","0","model216.csv","model216.json"
"model219","Canadian Equity Quantitative Models","GBR","1","TOP700","1172","1171","0","0","1","model219.csv","model219.json"
"model230","Factor Ratios and its Rank Model","GBR","1","TOP700","670","666","0","0","4","model230.csv","model230.json"
"model238","SmartHoldings Model","GBR","1","TOP700","22","22","0","0","0","model238.csv","model238.json"
"model239","Short Selling Model","GBR","1","TOP700","29","0","29","0","0","model239.csv","model239.json"
"model25","Earnings Quality","GBR","1","TOP700","97","97","0","0","0","model25.csv","model25.json"
"model250","Nonlinear adaptive model","GBR","1","TOP700","20","20","0","0","0","model250.csv","model250.json"
"model252","Systematic Hedging for Investors to Evade Large Drawdowns","GBR","1","TOP700","3","0","3","0","0","model252.csv","model252.json"
"model253","Event based sentiment and behavioral factors model","GBR","1","TOP700","2","2","0","0","0","model253.csv","model253.json"
"model257","International sentiment analysis NLP model","GBR","1","TOP700","5","5","0","0","0","model257.csv","model257.json"
"model26","Analyst Revisions","GBR","1","TOP700","436","436","0","0","0","model26.csv","model26.json"
"model262","DNN prediction of fundamentals","GBR","1","TOP700","185","185","0","0","0","model262.csv","model262.json"
"model264","Predictive data using Deep Learning models","GBR","1","TOP700","380","380","0","0","0","model264.csv","model264.json"
"model27","Credit Risk Model","GBR","1","TOP700","12","12","0","0","0","model27.csv","model27.json"
"model28","Structural Credit Risk Model","GBR","1","TOP700","25","25","0","0","0","model28.csv","model28.json"
"model29","EBITDA Estimate Model","GBR","1","TOP700","10","10","0","0","0","model29.csv","model29.json"
"model30","EPS Estimate Model","GBR","1","TOP700","10","10","0","0","0","model30.csv","model30.json"
"model307","Global Sales Allocation Model Data","GBR","1","TOP700","11","0","11","0","0","model307.csv","model307.json"
"model313","Intangible Asset Factors","GBR","1","TOP700","3","3","0","0","0","model313.csv","model313.json"
"model32","Price Momentum Model","GBR","1","TOP700","12","12","0","0","0","model32.csv","model32.json"
"model36","SmartRatios Model","GBR","1","TOP700","20","20","0","0","0","model36.csv","model36.json"
"model37","Text Mining Data","GBR","1","TOP700","29","29","0","0","0","model37.csv","model37.json"
"model38","Growth Valuation Model","GBR","1","TOP700","71","71","0","0","0","model38.csv","model38.json"
"model53","Creditworthiness Risk Measure Model","GBR","1","TOP700","22","21","0","0","1","model53.csv","model53.json"
"model68","Risk-Alleviated Momentum Scores","GBR","1","TOP700","4","0","4","0","0","model68.csv","model68.json"
"model77","Analysts' Factor Model","GBR","1","TOP700","51","51","0","0","0","model77.csv","model77.json"
"multi_horizon_alpha","Multi Horizon Alpha Decomposition","GBR","1","TOP700","147","147","0","0","0","multi_horizon_alpha.csv","multi_horizon_alpha.json"
"multi_source_model","Multi-Source Market Return Prediction","GBR","1","TOP700","60","60","0","0","0","multi_source_model.csv","multi_source_model.json"
"multifactor_return_pred","Multi Factor Market Return Predictions","GBR","1","TOP700","648","648","0","0","0","multifactor_return_pred.csv","multifactor_return_pred.json"
"news_sentiment_nlp","News Sentiment Signal Features","GBR","1","TOP700","23","0","23","0","0","news_sentiment_nlp.csv","news_sentiment_nlp.json"
"news104","Archive News Data","GBR","1","TOP700","11","0","11","0","0","news104.csv","news104.json"
"news17","PR Edition Data","GBR","1","TOP700","48","0","48","0","0","news17.csv","news17.json"
"news18","Ravenpack News Data","GBR","1","TOP700","70","0","64","0","6","news18.csv","news18.json"
"news20","Web Sources News Sentiment Data","GBR","1","TOP700","46","0","46","0","0","news20.csv","news20.json"
"news21","Macro Economic Event Data","GBR","1","TOP700","15","7","8","0","0","news21.csv","news21.json"
"news23","MnA Deals Data","GBR","1","TOP700","73","0","73","0","0","news23.csv","news23.json"
"news29","Significant Developments Data","GBR","1","TOP700","16","0","16","0","0","news29.csv","news29.json"
"news3","Dow Jones News Analytics Data","GBR","1","TOP700","19","0","19","0","0","news3.csv","news3.json"
"news31","News Analytics on Equities","GBR","1","TOP700","12","0","12","0","0","news31.csv","news31.json"
"news38","News Analytic Model Data","GBR","1","TOP700","3","0","3","0","0","news38.csv","news38.json"
"news50","Web News Analytics Data","GBR","1","TOP700","37","0","37","0","0","news50.csv","news50.json"
"news51","Aggregated News Data","GBR","1","TOP700","11","0","11","0","0","news51.csv","news51.json"
"news52","Conference call data","GBR","1","TOP700","21","18","3","0","0","news52.csv","news52.json"
"news54","Key Developments Data","GBR","1","TOP700","39","0","39","0","0","news54.csv","news54.json"
"news7","Real Time News Feed Data","GBR","1","TOP700","23","9","14","0","0","news7.csv","news7.json"
"news73","Story by Story Sentiment","GBR","1","TOP700","22","0","22","0","0","news73.csv","news73.json"
"news76","Textual News Feed Data","GBR","1","TOP700","2","0","2","0","0","news76.csv","news76.json"
"news81","Model sentiment data","GBR","1","TOP700","23","20","3","0","0","news81.csv","news81.json"
"option_chart_model","Option Chart Image Return Prediction","GBR","1","TOP700","39","39","0","0","0","option_chart_model.csv","option_chart_model.json"
"option1","Options Volatility Surfaces Data","GBR","1","TOP700","22","0","22","0","0","option1.csv","option1.json"
"order_book_imbalance","Order Book Liquidity and Imbalance Analytics","GBR","1","TOP700","240","0","240","0","0","order_book_imbalance.csv","order_book_imbalance.json"
"other128","Global Executive Performance Factors","GBR","1","TOP700","14","0","14","0","0","other128.csv","other128.json"
"other169","CDS dataset","GBR","1","TOP700","22","0","22","0","0","other169.csv","other169.json"
"other250","details data","GBR","1","TOP700","12","0","12","0","0","other250.csv","other250.json"
"other296","Corporate Earnings Call Sentiment Data","GBR","1","TOP700","10","0","10","0","0","other296.csv","other296.json"
"other315","Equity Swap Data","GBR","1","TOP700","21","0","21","0","0","other315.csv","other315.json"
"other323","Global Equity Premarket Data","GBR","1","TOP700","7","0","7","0","0","other323.csv","other323.json"
"other327","Sensitivity to Interest Rates Model","GBR","1","TOP700","3","3","0","0","0","other327.csv","other327.json"
"other335","Multi-Region Dividend Alpha Model Dataset","GBR","1","TOP700","10","10","0","0","0","other335.csv","other335.json"
"other384","NLP on conference conversation","GBR","1","TOP700","66","0","66","0","0","other384.csv","other384.json"
"other424","Dividend prediction model","GBR","1","TOP700","3","3","0","0","0","other424.csv","other424.json"
"other425","Supply Chain Data","GBR","1","TOP700","13","0","13","0","0","other425.csv","other425.json"
"other436","Dividend model","GBR","1","TOP700","3","0","3","0","0","other436.csv","other436.json"
"other455","Relationship enhanced with AI/ML","GBR","1","TOP700","1500","300","0","1200","0","other455.csv","other455.json"
"other47","Web Intelligence Data","GBR","1","TOP700","18","0","18","0","0","other47.csv","other47.json"
"other545","Linked Firms Momentum Data","GBR","1","TOP700","4","0","4","0","0","other545.csv","other545.json"
"other546","Institutional Network Analysis Dataset","GBR","1","TOP700","22","0","22","0","0","other546.csv","other546.json"
"other566","Image-Based Financial Prediction Dataset","GBR","1","TOP700","112","112","0","0","0","other566.csv","other566.json"
"other567","Employee Review Data","GBR","1","TOP700","48","0","48","0","0","other567.csv","other567.json"
"other571","Wikipedia Viewing Data","GBR","1","TOP700","23","23","0","0","0","other571.csv","other571.json"
"other635","Thomson Reuters News Analytics Equities","GBR","1","TOP700","3","0","3","0","0","other635.csv","other635.json"
"other696","Hybrid NLP Model","GBR","1","TOP700","220","0","220","0","0","other696.csv","other696.json"
"other699","Individual Investor Transactions Data","GBR","1","TOP700","7","0","7","0","0","other699.csv","other699.json"
"other734","Search Engine Data","GBR","1","TOP700","7","0","7","0","0","other734.csv","other734.json"
"other78","Earnings and conference call data","GBR","1","TOP700","112","0","52","0","60","other78.csv","other78.json"
"pattern_scores","Chart Pattern Similarity Scores","GBR","1","TOP700","504","504","0","0","0","pattern_scores.csv","pattern_scores.json"
"predictive_starmine","Predictive Analyst-Company Signal Set","GBR","1","TOP700","631","631","0","0","0","predictive_starmine.csv","predictive_starmine.json"
"pv1","Price Volume Data for Equity","GBR","1","TOP700","23","13","0","7","3","pv1.csv","pv1.json"
"pv103","Interval and MOO&MOC statistics","GBR","1","TOP700","8","8","0","0","0","pv103.csv","pv103.json"
"pv106","Microstructure Spread Data","GBR","1","TOP700","8","8","0","0","0","pv106.csv","pv106.json"
"pv109","Bond Yield Data","GBR","1","TOP700","26","0","26","0","0","pv109.csv","pv109.json"
"pv113","Economic MacroIndicator Data","GBR","1","TOP700","1","1","0","0","0","pv113.csv","pv113.json"
"pv13","Relationship Data for Equity","GBR","1","TOP700","28","13","4","11","0","pv13.csv","pv13.json"
"pv17","Intermediate Cluster Groups","GBR","1","TOP700","1","0","0","1","0","pv17.csv","pv17.json"
"pv173","Corporate Bond Pricing Data","GBR","1","TOP700","81","0","78","0","3","pv173.csv","pv173.json"
"pv20","Daily Spot and Cross Rate Data","GBR","1","TOP700","675","672","0","3","0","pv20.csv","pv20.json"
"pv29","Derived Industry Classification","GBR","1","TOP700","50","40","0","10","0","pv29.csv","pv29.json"
"pv30","Alternate Industry Classification","GBR","1","TOP700","240","0","0","240","0","pv30.csv","pv30.json"
"pv47","Specific Return Dataset","GBR","1","TOP700","2","2","0","0","0","pv47.csv","pv47.json"
"pv71","Europe Relation Dataset","GBR","1","TOP700","8","0","8","0","0","pv71.csv","pv71.json"
"quant_factor_lib","Multi-Domain Quantitative Factor Library","GBR","1","TOP700","290","0","290","0","0","quant_factor_lib.csv","quant_factor_lib.json"
"risk60","Securities Lending Insight Data","GBR","1","TOP700","5","0","5","0","0","risk60.csv","risk60.json"
"risk68","Forecast Data","GBR","1","TOP700","5","5","0","0","0","risk68.csv","risk68.json"
"risk71","Daily Specific Return Profiling Dataset","GBR","1","TOP700","6","6","0","0","0","risk71.csv","risk71.json"
"risk72","Specific return of extended factors","GBR","1","TOP700","23","17","6","0","0","risk72.csv","risk72.json"
"risk88","Other Multi-Factor Risk Models","GBR","1","TOP700","1","1","0","0","0","risk88.csv","risk88.json"
"search_interest","Rapid Search Interest Signals","GBR","1","TOP700","7","0","7","0","0","search_interest.csv","search_interest.json"
"sentiment27","Website Popularity Rankings","GBR","1","TOP700","18","0","14","0","4","sentiment27.csv","sentiment27.json"
"sentiment33","Sentiment Data by NLP","GBR","1","TOP700","255","0","255","0","0","sentiment33.csv","sentiment33.json"
"sentiment7","Webpage Views  Data","GBR","1","TOP700","3","0","3","0","0","sentiment7.csv","sentiment7.json"
"shortinterest3","Securities Lending Files Data","GBR","1","TOP700","25","0","25","0","0","shortinterest3.csv","shortinterest3.json"
"socialmedia12","Sentiment Data for Equity","GBR","1","TOP700","6","2","4","0","0","socialmedia12.csv","socialmedia12.json"
"socialmedia39","Investor views","GBR","1","TOP700","1","0","1","0","0","socialmedia39.csv","socialmedia39.json"
"socialmedia5","Lexical Breakdown Data","GBR","1","TOP700","13","0","13","0","0","socialmedia5.csv","socialmedia5.json"
"stock_cluster_dl","Deep Learning Stock Clusters","GBR","1","TOP700","5","5","0","0","0","stock_cluster_dl.csv","stock_cluster_dl.json"
"stock_search_trends","US Stock Search Trend Matrix","GBR","1","TOP700","12","12","0","0","0","stock_search_trends.csv","stock_search_trends.json"
"techindi_model","Deep Learning Technical Indicator Returns","GBR","1","TOP700","399","399","0","0","0","techindi_model.csv","techindi_model.json"
"workforce_flow_skills","Global Workforce Flow and Skills Analytics","GBR","1","TOP700","10","0","10","0","0","workforce_flow_skills.csv","workforce_flow_skills.json"
